"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Nov 12 13:02:16 IST 2022","Sat Nov 12 13:02:17 IST 2022","203","","Traversal","","Traversal",".find() - get descendant DOM elements of the selector",".find() - get descendant DOM elements of the selector",""
"passed","Sat Nov 12 13:00:34 IST 2022","Sat Nov 12 13:00:34 IST 2022","201","","Assertions Implicit Assertions","","Assertions Implicit Assertions",".and() - chain multiple assertions together",".and() - chain multiple assertions together",""
"passed","Sat Nov 12 13:01:25 IST 2022","Sat Nov 12 13:01:27 IST 2022","2138","","Misc Cypress.Screenshot","","Misc Cypress.Screenshot","cy.screenshot() - take a screenshot","cy.screenshot() - take a screenshot",""
"passed","Sat Nov 12 13:00:44 IST 2022","Sat Nov 12 13:00:44 IST 2022","156","","Connectors","","Connectors",".spread() - spread an array as individual args to callback function",".spread() - spread an array as individual args to callback function",""
"passed","Sat Nov 12 13:01:10 IST 2022","Sat Nov 12 13:01:12 IST 2022","2329","","Local Storage","","Local Storage","cy.clearLocalStorage() - clear all data in local storage","cy.clearLocalStorage() - clear all data in local storage",""
"passed","Sat Nov 12 13:00:58 IST 2022","Sat Nov 12 13:00:58 IST 2022","158","","Cypress.Cookies","","Cypress.Cookies",".defaults() - set defaults for all cookies",".defaults() - set defaults for all cookies",""
"passed","Sat Nov 12 13:02:17 IST 2022","Sat Nov 12 13:02:17 IST 2022","195","","Traversal","","Traversal",".next() - get next sibling DOM element",".next() - get next sibling DOM element",""
"passed","Sat Nov 12 12:59:24 IST 2022","Sat Nov 12 12:59:24 IST 2022","310","","example to-do app","","example to-do app","can check off an item as completed","can check off an item as completed",""
"passed","Sat Nov 12 13:01:16 IST 2022","Sat Nov 12 13:01:17 IST 2022","1773","","Location","","Location","cy.hash() - get the current URL hash","cy.hash() - get the current URL hash",""
"passed","Sat Nov 12 13:02:19 IST 2022","Sat Nov 12 13:02:19 IST 2022","196","","Traversal","","Traversal",".prevUntil() - get all previous sibling DOM elements until el",".prevUntil() - get all previous sibling DOM elements until el",""
"passed","Sat Nov 12 12:59:19 IST 2022","Sat Nov 12 12:59:23 IST 2022","3920","","example to-do app","","example to-do app","displays two todo items by default","displays two todo items by default",""
"passed","Sat Nov 12 13:02:17 IST 2022","Sat Nov 12 13:02:17 IST 2022","202","","Traversal","","Traversal",".last() - get last DOM element",".last() - get last DOM element",""
"passed","Sat Nov 12 13:02:32 IST 2022","Sat Nov 12 13:02:36 IST 2022","4146","","Viewport","","Viewport","cy.viewport() - set the viewport size and dimension","cy.viewport() - set the viewport size and dimension",""
"passed","Sat Nov 12 13:02:11 IST 2022","Sat Nov 12 13:02:11 IST 2022","16","","Spies, Stubs, and Clock","","Spies, Stubs, and Clock","cy.stub() matches depending on arguments","cy.stub() matches depending on arguments",""
"passed","Sat Nov 12 13:01:06 IST 2022","Sat Nov 12 13:01:07 IST 2022","1091","","Files","","Files","cy.writeFile() - write to a file","cy.writeFile() - write to a file",""
"passed","Sat Nov 12 13:02:18 IST 2022","Sat Nov 12 13:02:19 IST 2022","231","","Traversal","","Traversal",".parentsUntil() - get parent DOM elements from DOM elements until el",".parentsUntil() - get parent DOM elements from DOM elements until el",""
"failed","Sat Nov 12 13:00:49 IST 2022","Sat Nov 12 13:00:51 IST 2022","2185","","Cookies","","Cookies","cy.getCookie() - get a browser cookie","cy.getCookie() - get a browser cookie",""
"passed","Sat Nov 12 13:02:17 IST 2022","Sat Nov 12 13:02:17 IST 2022","193","","Traversal","","Traversal",".first() - get first DOM element",".first() - get first DOM element",""
"failed","Sat Nov 12 12:59:59 IST 2022","Sat Nov 12 13:00:04 IST 2022","4876","","Actions","","Actions",".scrollIntoView() - scroll an element into view",".scrollIntoView() - scroll an element into view",""
"passed","Sat Nov 12 13:02:05 IST 2022","Sat Nov 12 13:02:07 IST 2022","1779","","Spies, Stubs, and Clock","","Spies, Stubs, and Clock","cy.spy() - wrap a method in a spy","cy.spy() - wrap a method in a spy",""
"passed","Sat Nov 12 13:02:14 IST 2022","Sat Nov 12 13:02:16 IST 2022","1540","","Traversal","","Traversal",".children() - get child DOM elements",".children() - get child DOM elements",""
"passed","Sat Nov 12 13:00:51 IST 2022","Sat Nov 12 13:00:51 IST 2022","438","","Cookies","","Cookies","cy.getCookies() - get browser cookies","cy.getCookies() - get browser cookies",""
"passed","Sat Nov 12 13:01:38 IST 2022","Sat Nov 12 13:01:39 IST 2022","758","","Navigation","","Navigation","cy.reload() - reload the page","cy.reload() - reload the page",""
"passed","Sat Nov 12 13:00:21 IST 2022","Sat Nov 12 13:00:23 IST 2022","2039","","Aliasing","","Aliasing",".as() - alias a route for later use",".as() - alias a route for later use",""
"passed","Sat Nov 12 13:00:59 IST 2022","Sat Nov 12 13:00:59 IST 2022","204","","Cypress.dom","","Cypress.dom",".isHidden() - determine if a DOM element is hidden",".isHidden() - determine if a DOM element is hidden",""
"failed","Sat Nov 12 13:02:45 IST 2022","Sat Nov 12 13:02:51 IST 2022","5350","","Waiting","","Waiting","cy.wait() - wait for a specific route","cy.wait() - wait for a specific route",""
"passed","Sat Nov 12 13:02:11 IST 2022","Sat Nov 12 13:02:11 IST 2022","358","","Spies, Stubs, and Clock","","Spies, Stubs, and Clock","cy.tick() - move time in the browser","cy.tick() - move time in the browser",""
"passed","Sat Nov 12 13:02:00 IST 2022","Sat Nov 12 13:02:01 IST 2022","351","","Querying","","Querying","cy.contains() - query DOM elements with matching content","cy.contains() - query DOM elements with matching content",""
"passed","Sat Nov 12 13:02:16 IST 2022","Sat Nov 12 13:02:16 IST 2022","202","","Traversal","","Traversal",".filter() - get DOM elements that match the selector",".filter() - get DOM elements that match the selector",""
"passed","Sat Nov 12 13:00:35 IST 2022","Sat Nov 12 13:00:35 IST 2022","173","","Assertions Explicit Assertions","","Assertions Explicit Assertions","pass your own callback function to should()","pass your own callback function to should()",""
"passed","Sat Nov 12 13:00:18 IST 2022","Sat Nov 12 13:00:21 IST 2022","3065","","Aliasing","","Aliasing",".as() - alias a DOM element for later use",".as() - alias a DOM element for later use",""
"passed","Sat Nov 12 13:02:57 IST 2022","Sat Nov 12 13:02:57 IST 2022","188","","Window","","Window","cy.title() - get the title","cy.title() - get the title",""
"failed","Sat Nov 12 13:01:31 IST 2022","Sat Nov 12 13:01:38 IST 2022","7159","","Navigation","","Navigation","cy.go() - go back or forward in the browser's history","cy.go() - go back or forward in the browser's history",""
"passed","Sat Nov 12 13:00:44 IST 2022","Sat Nov 12 13:00:45 IST 2022","190","","Connectors .then()","","Connectors .then()","yields the returned value to the next command","yields the returned value to the next command",""
"passed","Sat Nov 12 13:02:10 IST 2022","Sat Nov 12 13:02:11 IST 2022","266","","Spies, Stubs, and Clock","","Spies, Stubs, and Clock","cy.clock() - control time in the browser","cy.clock() - control time in the browser",""
"passed","Sat Nov 12 13:00:36 IST 2022","Sat Nov 12 13:00:37 IST 2022","1687","","Assertions Explicit Assertions","","Assertions Explicit Assertions","retries the should callback until assertions pass","retries the should callback until assertions pass",""
"passed","Sat Nov 12 13:02:11 IST 2022","Sat Nov 12 13:02:11 IST 2022","23","","Spies, Stubs, and Clock","","Spies, Stubs, and Clock","matches call arguments using Sinon matchers","matches call arguments using Sinon matchers",""
"passed","Sat Nov 12 12:59:24 IST 2022","Sat Nov 12 12:59:24 IST 2022","427","","example to-do app with a checked task","","example to-do app with a checked task","can filter for uncompleted tasks","can filter for uncompleted tasks",""
"passed","Sat Nov 12 13:02:56 IST 2022","Sat Nov 12 13:02:57 IST 2022","643","","Window","","Window","cy.document() - get the document object","cy.document() - get the document object",""
"passed","Sat Nov 12 13:01:18 IST 2022","Sat Nov 12 13:01:18 IST 2022","191","","Location","","Location","cy.url() - get the current URL","cy.url() - get the current URL",""
"passed","Sat Nov 12 13:01:49 IST 2022","Sat Nov 12 13:01:51 IST 2022","1537","","Network Requests","","Network Requests","cy.request() - pass result to the second request","cy.request() - pass result to the second request",""
"passed","Sat Nov 12 12:59:55 IST 2022","Sat Nov 12 12:59:57 IST 2022","1484","","Actions","","Actions",".check() - check a checkbox or radio element",".check() - check a checkbox or radio element",""
"passed","Sat Nov 12 13:02:23 IST 2022","Sat Nov 12 13:02:26 IST 2022","2646","","Utilities","","Utilities","Cypress._ - call a lodash method","Cypress._ - call a lodash method",""
"passed","Sat Nov 12 13:01:48 IST 2022","Sat Nov 12 13:01:49 IST 2022","1091","","Network Requests","","Network Requests","cy.request() with query parameters","cy.request() with query parameters",""
"passed","Sat Nov 12 13:00:59 IST 2022","Sat Nov 12 13:00:59 IST 2022","208","","Cypress.env()","","Cypress.env()","Get environment variables","Get environment variables",""
"passed","Sat Nov 12 13:01:51 IST 2022","Sat Nov 12 13:01:52 IST 2022","1456","","Network Requests","","Network Requests","cy.request() - save response in the shared test context","cy.request() - save response in the shared test context",""
"passed","Sat Nov 12 13:00:35 IST 2022","Sat Nov 12 13:00:35 IST 2022","199","","Assertions Explicit Assertions","","Assertions Explicit Assertions","finds element by class name regex","finds element by class name regex",""
"passed","Sat Nov 12 13:02:27 IST 2022","Sat Nov 12 13:02:28 IST 2022","1211","","Utilities","","Utilities","Cypress.Promise - instantiate a bluebird promise","Cypress.Promise - instantiate a bluebird promise",""
"passed","Sat Nov 12 13:01:43 IST 2022","Sat Nov 12 13:01:47 IST 2022","3465","","Network Requests","","Network Requests","cy.request() - make an XHR request","cy.request() - make an XHR request",""
"passed","Sat Nov 12 13:02:18 IST 2022","Sat Nov 12 13:02:18 IST 2022","186","","Traversal","","Traversal",".parents() - get parent DOM elements from DOM elements",".parents() - get parent DOM elements from DOM elements",""
"passed","Sat Nov 12 13:02:39 IST 2022","Sat Nov 12 13:02:45 IST 2022","6071","","Waiting","","Waiting","cy.wait() - wait for a specific amount of time","cy.wait() - wait for a specific amount of time",""
"passed","Sat Nov 12 13:00:56 IST 2022","Sat Nov 12 13:00:58 IST 2022","2234","","Cypress.Commands","","Cypress.Commands",".add() - create a custom command",".add() - create a custom command",""
"passed","Sat Nov 12 12:59:24 IST 2022","Sat Nov 12 12:59:25 IST 2022","427","","example to-do app with a checked task","","example to-do app with a checked task","can filter for completed tasks","can filter for completed tasks",""
"passed","Sat Nov 12 13:01:59 IST 2022","Sat Nov 12 13:02:00 IST 2022","1480","","Querying","","Querying","cy.get() - query DOM elements","cy.get() - query DOM elements",""
"passed","Sat Nov 12 13:01:25 IST 2022","Sat Nov 12 13:01:25 IST 2022","170","","Misc","","Misc","cy.wrap() - wrap an object","cy.wrap() - wrap an object",""
"skipped","Sat Nov 12 13:00:51 IST 2022","Sat Nov 12 13:00:51 IST 2022","0","","Cookies","","Cookies","cy.setCookie() - set a browser cookie","cy.setCookie() - set a browser cookie",""
"passed","Sat Nov 12 13:00:44 IST 2022","Sat Nov 12 13:00:44 IST 2022","168","","Connectors","","Connectors",".invoke() - invoke a function on the current subject",".invoke() - invoke a function on the current subject",""
"passed","Sat Nov 12 13:01:00 IST 2022","Sat Nov 12 13:01:00 IST 2022","216","","Cypress.version","","Cypress.version","Get current version of Cypress being run","Get current version of Cypress being run",""
"passed","Sat Nov 12 13:02:01 IST 2022","Sat Nov 12 13:02:01 IST 2022","462","","Querying","","Querying",".within() - query DOM elements within a specific element",".within() - query DOM elements within a specific element",""
"passed","Sat Nov 12 13:02:26 IST 2022","Sat Nov 12 13:02:27 IST 2022","431","","Utilities","","Utilities","Cypress.Blob - blob utilities and base64 string conversion","Cypress.Blob - blob utilities and base64 string conversion",""
"failed","Sat Nov 12 12:59:31 IST 2022","Sat Nov 12 12:59:44 IST 2022","12687","","Actions","","Actions",".type() - type into a DOM element",".type() - type into a DOM element",""
"passed","Sat Nov 12 13:00:04 IST 2022","Sat Nov 12 13:00:05 IST 2022","401","","Actions","","Actions",".trigger() - trigger an event on a DOM element",".trigger() - trigger an event on a DOM element",""
"passed","Sat Nov 12 13:01:27 IST 2022","Sat Nov 12 13:01:27 IST 2022","182","","Misc Cypress.Screenshot","","Misc Cypress.Screenshot","Cypress.Screenshot.defaults() - change default config of screenshots","Cypress.Screenshot.defaults() - change default config of screenshots",""
"passed","Sat Nov 12 12:59:51 IST 2022","Sat Nov 12 12:59:54 IST 2022","3182","","Actions","","Actions",".click() - click on a DOM element",".click() - click on a DOM element",""
"passed","Sat Nov 12 13:01:39 IST 2022","Sat Nov 12 13:01:39 IST 2022","652","","Navigation","","Navigation","cy.visit() - visit a remote url","cy.visit() - visit a remote url",""
"passed","Sat Nov 12 13:02:19 IST 2022","Sat Nov 12 13:02:20 IST 2022","517","","Traversal","","Traversal",".siblings() - get all sibling DOM elements",".siblings() - get all sibling DOM elements",""
"passed","Sat Nov 12 13:02:26 IST 2022","Sat Nov 12 13:02:26 IST 2022","430","","Utilities","","Utilities","Cypress.$ - call a jQuery method","Cypress.$ - call a jQuery method",""
